article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0618162010,618162,Southport singoalla,258,Blouse,Garment Upper body,1010016,Solid,21,Light Yellow,5,Bright,8,Yellow,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Blouse in an airy viscose weave with a wide neckline, elastication and a flounce with broderie anglaise at the top, and a smocked hem."
0618226007,618226,Maggie,252,Sweater,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Fitted, off-the-shoulder jumper in a soft knit with a foldover top, long sleeves that flare at the cuffs, and ribbing at the cuffs and hem."
0618307004,618307,NIGEL price tee SB,254,Top,Garment Upper body,1010001,All over pattern,92,Green,5,Bright,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
0618329002,618329,mister muscle SS,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5777,Shirt,F,Menswear,3,Menswear,20,Contemporary Smart,1011,Shirts,"Short-sleeved shirt in a stretch cotton weave with a narrow turn-down collar, French front, yoke and darts at the back and a rounded hem. Muscle fit – a fit designed to showcase the physique. Narrow shoulders, gently tapered sleeves and an accentuated waist to create a flattering silhouette."
0618329008,618329,mister muscle SS,259,Shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,5777,Shirt,F,Menswear,3,Menswear,20,Contemporary Smart,1011,Shirts,"Short-sleeved shirt in a stretch cotton weave with a narrow turn-down collar, French front, yoke and darts at the back and a rounded hem. Muscle fit – a fit designed to showcase the physique. Narrow shoulders, gently tapered sleeves and an accentuated waist to create a flattering silhouette."
0618395011,618395,Ystad,252,Sweater,Garment Upper body,1010014,Placement print,13,Beige,2,Medium Dusty,11,Beige,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Jumper in a soft, fine knit with a fluffy finish. Motif on the front, long sleeves and slits in the sides. Slightly longer at the back."
0618398012,618398,Badger price,252,Sweater,Garment Upper body,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Fine-knit jumper in soft cotton with a motif and ribbing around the neckline, cuffs and hem."
0618475001,618475,ENZO JOGGERS,272,Trousers,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Joggers in soft sweatshirt fabric with an elasticated drawstring waist, front pockets and legs with print motifs and ribbed hems."
0618480001,618480,Dean Super Skinny Twill,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket trousers in washed, stretch twill with a regular waist, zip fly and skinny legs. Super skinny fit."
0618803001,618803,ES Wille jkt,262,Jacket,Garment Upper body,1010002,Application/3D,72,Blue,3,Light,2,Blue,8812,Young Girl Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Jacket in washed stretch twill with appliqués and a collar. Buttons down the front, flap chest pockets with a button and buttoned cuffs."
0618841001,618841,HONOLULU tights TVP,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,8,Dark Grey,2,Medium Dusty,12,Grey,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Leggings in a soft, fine-knit cotton blend with an elasticated waist."
0618857001,618857,Barcelona Cardigan Organic,245,Cardigan,Garment Upper body,1010026,Other structure,12,Light Beige,1,Dusty Light,9,White,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Cardigan in a soft, fine, textured organic cotton knit with a round neck, buttons down the front and ribbing around the neckline, cuffs and hem."
0619192002,619192,Ocean,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in woven fabric with a collar and concealed buttons down the front. Low dropped shoulders, long sleeves with wide, buttoned cuffs and a detachable belt with D-rings. Unlined."
0619208001,619208,Mary jane Dress,265,Dress,Garment Full body,1010021,Lace,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Calf-length tulle dress with lace inserts, an opening with a concealed button at the back of the neck and short cap sleeves. Elasticated seam at the waist and a top layer with a scalloped, raw-edge hem. Lined."
0619249001,619249,Straight ankle HW Benji,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed denim with hard-worn details, in  a loose fit with a high waist, zip fly and button, low crotch and straight  legs with raw-edge hems."
0619280008,619280,Holly half-lace,286,Underwear bottom,Underwear,1010016,Solid,42,Red,5,Bright,18,Red,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Cheeky briefs in microfibre and lace with a lined gusset, laser-cut edges at the front and a high cut at the back."
0619285002,619285,Lyla lace thong,286,Underwear bottom,Underwear,1010021,Lace,22,Yellow,5,Bright,8,Yellow,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Lace thong briefs with a lined gusset and string back.
0619431001,619431,Tel aviv biker,262,Jacket,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Biker jacket in a textured weave with notch lapels and a diagonal zip down the front. Zipped front pockets, a zip at the cuffs and raw, frayed edges at the cuffs and hem. Unlined."
0619464004,619464,Lucky tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,T-shirt in cotton jersey with a motif.
0619502002,619502,TINDRA sport socks,302,Socks,Socks & Tights,1010016,Solid,82,Turquoise,7,Medium,7,Turquoise,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Fine-knit trainer socks in fast-drying functional fabric with a ribbed section over the foot and a slightly higher shaft at the heel for optimum comfort.
0619601002,619601,FRITTE robe,305,Robe,Underwear,1010017,Stripe,50,Other Pink,5,Bright,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Dressing gown in terry with a hood and zip down the front with a chin guard.
0619739093,619739,Rally 2pk tights,304,Underwear Tights,Socks & Tights,1010013,Other pattern,51,Light Pink,1,Dusty Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
0619739097,619739,Rally 2pk tights,304,Underwear Tights,Socks & Tights,1010013,Other pattern,13,Beige,1,Dusty Light,11,Beige,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
0619764005,619764,Marie 7-p. ankle sock,302,Socks,Socks & Tights,1010013,Other pattern,9,Black,4,Dark,5,Black,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
0619764033,619764,Marie 7-p. ankle sock SG,302,Socks,Socks & Tights,1010013,Other pattern,51,Light Pink,3,Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
0619777001,619777,FILIPPA PRICE TANK VP 5,253,Vest top,Garment Upper body,1010016,Solid,50,Other Pink,5,Bright,4,Pink,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Sleeveless top in soft jersey with a flounce at the top.
0619884012,619884,Trinny,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Wide, high-waisted shorts in woven fabric with a sewn-in tie belt and pleats at the top. Fly with a concealed zip, side pockets and fake welt back pockets."
0620076006,620076,ROSA 4.99,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Top in organic cotton jersey with narrow elastication around the neckline and short raglan sleeves.
0620081003,620081,Tulip jumper,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,
0620180003,620180,NICOLE,252,Sweater,Garment Upper body,1010026,Other structure,11,Off White,1,Dusty Light,9,White,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Jumper in a soft, textured knit with long sleeves and ribbing around the neckline, cuffs and hem."
0620208038,620208,NIKE legging,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Leggings in heavy, organic cotton jersey with a soft brushed inside. Skinny fit with an easy pull-on, elasticated waist."
0620337033,620337,2P LS body mixed TVP,256,Bodysuit,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Long-sleeved bodysuits in soft organic cotton jersey with press-studs on one shoulder and at the crotch.
0620337050,620337,2P LS body mixed TVP,256,Bodysuit,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Long-sleeved bodysuits in soft organic cotton jersey with press-studs on one shoulder and at the crotch.
0620424040,620424,FREJA,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
0620425012,620425,Karin headband,74,Hair/alice band,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Wide hairband in cotton jersey with a twisted detail.
0620425030,620425,Karin headband,74,Hair/alice band,Accessories,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Wide hairband in cotton jersey with a twisted detail.
0620510004,620510,Seal PQ,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short, A-line suede skirt with side pockets and a concealed zip in one side. Lined."
0620573008,620573,Frenchy Tanga Th (Magn) 3p,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset,wide sides and string back."
0620608004,620608,Anna price sandal SG,91,Sandals,Shoes,1010001,All over pattern,61,Light Purple,1,Dusty Light,6,Lilac Purple,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Sandals with wide, crossover straps at the front and elastic at the back. Imitation leather insoles and rubber soles."
0620625003,620625,Peacock (1),258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Cold shoulder blouse in woven fabric with a V-neck, narrow shoulder straps and 3/4-length sleeves with pleated trumpet cuffs."
0620762003,620762,ICE organic linen tee,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7520,Knitwear,F,Menswear,3,Menswear,28,Men Edition,1003,Knitwear,T-shirt in airy linen jersey with a round neckline and straight-cut hem.
0620794003,620794,Tussilago sweater,252,Sweater,Garment Upper body,1010008,Front print,42,Red,7,Medium,18,Red,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short top in lightweight sweatshirt fabric with a print motif on the front, dropped shoulders and long sleeves. Ribbing around the neckline and cuffs, and ties at the hem."
0620794005,620794,Tussilago sweater,252,Sweater,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short top in lightweight sweatshirt fabric with a print motif on the front, dropped shoulders and long sleeves. Ribbing around the neckline and cuffs, and ties at the hem."
0620863001,620863,EBBOT Low BB,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Imitation leather trainers with lacing at the front, a padded edge at the top and loop at the back. Mesh linings and insoles and rubber soles."
0620870001,620870,JAKE HT BB,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Hi-tops with a padded edge, hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and rubber soles."
0620933002,620933,Papi Chulo Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a high waist, ties and plastic rings at the sides and a high cut at the back."
0621018003,621018,Ray Embroided Tank,253,Vest top,Garment Upper body,1010007,Embroidery,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short top in soft, fine-knit slub cotton with a V-neck, narrow shoulder straps and embroidered appliqués on the front."
0621020002,621020,Bella Pointelle Cardigan,245,Cardigan,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Fine-knit pointelle cardigan in a soft viscose blend with dropped shoulders, slits in the sides and no buttons. Ribbing at the cuffs, hem and along the side seams and front opening."
0621249001,621249,Tinsley Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Calf-length dress in an airy, patterned weave with a V-neck, buttons at the top, long sleeves and decorative gathers at the shoulders and waist. Gathered yoke at the back, concealed zip in the side, a seam at the waist and an asymmetric, wrapover skirt. Partly lined."
0621250002,621250,Get up dress,265,Dress,Garment Full body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Long dress in a crinkled weave with a sheen. Gathers at the shoulders and draping at the front with a deep V-neck. Lace lining at the front and a lace-covered back with an opening. Concealed zip at the back, gathered seam at the waist and a softly draping skirt. Small frill with overlocked edges at the shoulders and waist. Lined skirt."
0621282001,621282,CILLA Swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,4310,Kids Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,Fully lined patterned swimsuit with frill-trimmed shoulder straps.
0621343002,621343,PE Lena vneck 2,254,Top,Garment Upper body,1010016,Solid,62,Purple,7,Medium,6,Lilac Purple,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Fitted, V-neck top in a sturdy, ribbed cotton blend. Long sleeves with slits at the cuffs."
0621381019,621381,Jade Denim HW Trash TRS,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
0621514003,621514,W Picadilly trousers EQ,272,Trousers,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide trousers in a soft viscose weave with an elasticated waist, pockets in the side seams and a seam below the knee with flared legs."
0621522007,621522,Mike tee,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0621523015,621523,Fav Polo solid,257,Polo shirt,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Polo shirt in cotton piqué with a ribbed collar, two buttons at the top, short sleeves with ribbed trims, and short slits in the sides."
0621670009,621670,Basic LS t-shirt girly,255,T-shirt,Garment Upper body,1010001,All over pattern,42,Red,7,Medium,18,Red,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Top in soft organic cotton jersey with concealed press-studs on one shoulder and long puff sleeves. Decorative scalloped trim around the neckline and cuffs.
0621751001,621751,Jonas Claesson shorts,274,Shorts,Garment Lower body,1010001,All over pattern,73,Dark Blue,7,Medium,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Shorts in sweatshirt fabric with wide elastication and a drawstring at the waist, side pockets, a back pocket and sewn-in turn-ups at the hems."
0621820001,621820,ROSIE T-SHIRT DRESS,265,Dress,Garment Full body,1010014,Placement print,51,Light Pink,3,Light,4,Pink,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Short dress in soft cotton jersey with a print motif on the chest, short sleeves and short slits at the sides. Slightly longer at the back."
0621920003,621920,Gina Shorts,274,Shorts,Garment Lower body,1010001,All over pattern,80,Other Turquoise,5,Bright,7,Turquoise,8717,Young Girl Trouser,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1009,Trousers,"Short shorts in an airy weave with elastication and a bow at the waist, side pockets and straight legs with slits at the hems."
0622028001,622028,JOEL fancy sweatpants BB,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Joggers in soft sweatshirt fabric made from an organic cotton blend with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside."
0622043008,622043,Serenade,258,Blouse,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,Off-the-shoulder blouse in woven fabric with elastication around the top and short sleeves.
0622238009,622238,Molly LS,252,Sweater,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Off-the-shoulder blouse in a crinkled weave containing some linen with elastication and smocking around the top and long sleeves with smocking at the cuffs.
0622295005,622295,W Amanda,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short, 5-pocket skirt in washed denim with worn details, visible buttons at the front and slits in the sides. Unlined."
0622371003,622371,V.5 JONATHAN LIGHT WEIGHT HO,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,5868,Basics,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in soft, airy cotton jersey with a jersey-lined, wrapover-front hood, dropped shoulders and long sleeves. Loose fit."
0622678005,622678,Melanie,252,Sweater,Garment Upper body,1010007,Embroidery,51,Light Pink,1,Dusty Light,4,Pink,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in sweatshirt fabric with appliqués on the front, low dropped shoulders, wide sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0622878018,622878,Noah hood TP,308,Hoodie,Garment Upper body,1010015,Sequin,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with a wrapover, jersey-lined hood, print motif and ribbing at the cuffs and hem. Soft brushed inside."
0622947002,622947,sea breeze top,253,Vest top,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Top in soft, patterned jersey with a V-neck, narrow adjustable shoulder straps and a seam and wide flounce at the hem. Unlined."
0622961003,622961,BRENDA LACE UP (1),87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots with lacing at the front and fabric linings and insoles. Platform front 2.5 cm, heel 10 cm."
0622966009,622966,Laura sneaker,94,Sneakers,Shoes,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, fabric linings and insoles and rubber soles."
0622969005,622969,Sweetheart boot,87,Boots,Shoes,1010016,Solid,7,Grey,4,Dark,12,Grey,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ankle boots with pile linings and insoles and fluted soles.
0623059003,623059,Sunflower strapless Balconette,306,Bra,Underwear,1010021,Lace,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Balconette bra in microfibre and lace with underwired, padded cups that lift and shape. Detachable, adjustable shoulder straps and a slightly wider fastening at the back with three pairs of hooks and eyes."
0623215001,623215,PE Borda Leather trouser,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Ankle-length leather trousers with contrasting colour seams, a regular waist, concealed hook-and-eye fastener and zip fly. Side pockets, a jetted back pocket with a button, and straight legs with seams at the knees."
0623248001,623248,Blank espadrill,91,Sandals,Shoes,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Espadrilles with elastic gores in the sides and a braided jute trim around the soles. Canvas linings and insoles and rubber soles.
0623283001,623283,SIVERT Colored Denim Trousers,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Slim-fit trousers in stretch cotton twill with an adjustable elasticated waist, zip fly and button, fake front pockets, real back pockets and narrow hems."
0623285002,623285,Madeleine Lined Trousers,272,Trousers,Garment Lower body,1010024,Chambray,72,Blue,2,Medium Dusty,2,Blue,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Jersey-lined joggers in a cotton weave with elasticated ribbing and a decorative drawstring at the waist, side pockets and a back pocket. Legs with shaping seams at the knees and ribbed hems."
0623285007,623285,Madeleine Lined Trousers,272,Trousers,Garment Lower body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Jersey-lined joggers in a cotton weave with elasticated ribbing and a decorative drawstring at the waist, side pockets and a back pocket. Legs with shaping seams at the knees and ribbed hems."
0623378002,623378,Chloe fluff sandal SG,91,Sandals,Shoes,1010002,Application/3D,51,Light Pink,3,Light,4,Pink,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Sandals in imitation leather with appliqués at the top and an adjustable strap with a hook and loop fastener at one side. Imitation leather insoles and rubber soles.
0623378006,623378,Chloe fluff sandal SG,91,Sandals,Shoes,1010002,Application/3D,5,Gold,5,Bright,15,Metal,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Sandals in imitation leather with appliqués at the top and an adjustable strap with a hook and loop fastener at one side. Imitation leather insoles and rubber soles.
0623595004,623595,Pionese,258,Blouse,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy, crinkled weave with an opening and button at the back of the neck and flounces down the front and back. Elasticated cuffs, a seam at the waist and a gently flared peplum. Unlined."
0623784001,623784,BB 2-pack T-shirts,255,T-shirt,Garment Upper body,1010001,All over pattern,90,Other Green,5,Bright,19,Green,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,Short-sleeved sports tops in fast-drying functional fabric.
0623799001,623799,Aurora crochet bra,253,Vest top,Garment Upper body,1010026,Other structure,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cropped crocheted top in soft cotton with a V-neck, narrow straps that tie at the back of the neck and lacing at the back. Unlined."
0623879001,623879,A-band Viola 3pk,74,Hair/alice band,Accessories,1010016,Solid,50,Other Pink,3,Light,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Fabric-covered Alice bands in various designs: one glittery, one with shimmering spots and one with a sewn-on bow."
0623887003,623887,Frank slim blz,264,Blazer,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,5131,Blazer,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Two-button jacket in twill containing some linen with notch lapels, a welt chest pocket, flap front pockets and two inner pockets. Decorative buttons at the cuffs. Unlined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
